-3.251	6.058
-3.352	5.832
-3.539	5.655
-3.771	5.567
-3.930	5.557
-4.011	5.557
-4.081	5.557
-4.141	5.557
-4.201	5.557
-4.261	5.557
-4.320	5.557
-4.380	5.557
-4.440	5.557
-4.500	5.557
-4.580	5.557
-4.414	5.413
-4.267	5.266
-3.989	5.246
-3.857	5.158
-3.770	5.044
-3.728	4.936
-3.713	4.822
-3.721	4.736
-3.750	4.639
-3.913	4.486
-3.905	4.389
-3.898	4.292
-3.892	4.219
-3.924	4.157
-3.869	4.184
-3.815	4.210
-3.761	4.236
-3.707	4.263
-3.644	4.293
-3.590	4.320
-3.536	4.346
-3.483	4.372
-3.429	4.399
-3.375	4.425
-3.312	4.456
-3.237	4.489
-3.136	4.515
-3.042	4.521
-2.929	4.504
-2.786	4.443
-2.675	4.349
-2.555	4.109
