Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
22,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
23,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
25,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
26,9.029616666666665574e+19,1.559276633333333402e+19,1.103129999999999882e+02,6.202563333333333162e+01,6.000000000000000000e+01,4.500000000000000000e+01,4.167660999999999331e+04
27,1.868110000000000000e+20,2.973336666666666803e+19,1.380836666666666588e+02,3.635830033333666478e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.610450000000000000e+04
28,2.822210000000000328e+20,3.835920000000000000e+19,1.480745000000000005e+02,7.933535000000000537e+01,6.000000000000000000e+01,4.500000000000000000e+01,5.956680000000000291e+04
29,5.272803333333333443e+20,1.073159666666666721e+20,1.479543333333333237e+02,4.186013333333333009e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.728659999999999127e+04
30,1.426808000000000000e+21,2.555543333333333115e+20,1.344299999999999784e+02,6.841920000000000357e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.021305666666666657e+05
31,4.115032520000000754e+21,2.109797200000000197e+21,8.295422800000000052e+01,4.652267200000000003e+01,6.000000000000000000e+01,4.500000000000000000e+01,3.271999839999999967e+05
32,5.736501347058822886e+22,1.253412752941176397e+23,5.394369352941176032e+00,5.053487529411764712e+00,6.000000000000000000e+01,4.500000000000000000e+01,3.895626835294117918e+05
