Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
1.800000000000000000e+01,1.098684617647058846e+21,2.234578646470588170e+20,1.310142352941176682e+02,5.736752358823588338e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.032521429411764693e+05
1.900000000000000000e+01,9.092320000000000000e+21,2.160590000000000066e+21,7.538939999999999486e+01,4.093110000000000070e+01,6.000000000000000000e+01,4.500000000000000000e+01,8.256330000000000000e+05
2.000000000000000000e+01,4.810939999999999607e+22,1.171465999999999934e+22,3.446304999999999552e+01,2.863765000000000072e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.246620000000000000e+06
2.100000000000000000e+01,1.745319999999999906e+23,9.586120000000000367e+22,5.648270000000000124e+00,6.835899999999999643e+00,6.000000000000000000e+01,4.500000000000000000e+01,1.001300000000000000e+06
2.200000000000000000e+01,1.649043333333333542e+23,4.743493333333333214e+23,1.994796666666666551e+00,2.432296666666666773e+00,6.000000000000000000e+01,4.500000000000000000e+01,7.489903333333333721e+05
2.300000000000000000e+01,5.910350000000000328e+22,1.615912000000000073e+23,1.294819999999999860e+00,1.628716666666666812e+00,6.000000000000000000e+01,4.500000000000000000e+01,2.343456666666666570e+05
2.400000000000000000e+01,1.238008000000000052e+22,2.547719999999999948e+22,1.111854999999999816e+00,1.484300000000000175e+00,6.000000000000000000e+01,4.500000000000000000e+01,5.263775000000000000e+04
2.500000000000000000e+01,2.957769999999999934e+21,1.104959500000000003e+22,9.755190000000000250e-01,1.271275000000000155e+00,6.000000000000000000e+01,4.500000000000000000e+01,1.944645000000000073e+04
2.600000000000000000e+01,6.981600000000000000e+20,7.797260000000000131e+21,8.243599999999999817e-01,1.038728000000000096e+00,6.000000000000000000e+01,4.500000000000000000e+01,9.860260000000000218e+03
2.700000000000000000e+01,1.407138666666666721e+20,6.977456666666666557e+21,6.897769999999999735e-01,1.040434000000000081e+00,6.000000000000000000e+01,4.500000000000000000e+01,6.645873333333332994e+03
2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
