Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
22,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
23,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
24,9.029616666666665574e+19,1.559276633333333402e+19,1.103129999999999882e+02,6.202563333333333162e+01,6.000000000000000000e+01,4.500000000000000000e+01,4.167660999999999331e+04
25,1.695044999999999836e+20,3.656855000000000000e+19,1.356189999999999998e+02,5.544400500005000509e+00,6.000000000000000000e+01,4.500000000000000000e+01,6.662879999999998836e+04
26,2.310855000000000164e+20,2.759840000000000000e+19,1.452875000000000227e+02,9.539024999999999466e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.196644999999999709e+04
27,3.236950000000000328e+20,3.758460000000000000e+19,1.485869999999999891e+02,6.587630000000000052e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.025659999999999854e+04
28,4.456495000000000164e+20,9.835744999999999181e+19,1.489565000000000055e+02,5.027850000000000108e+01,6.000000000000000000e+01,4.500000000000000000e+01,6.791694999999999709e+04
29,8.199930000000000983e+20,1.338955000000000000e+20,1.432269999999999754e+02,4.954189999999999827e+01,6.000000000000000000e+01,4.500000000000000000e+01,7.187379999999998836e+04
30,2.517152499999999787e+21,5.415852500000000573e+20,1.251280000000000143e+02,6.483277499999999804e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.648110000000000000e+05
31,2.749827499999999767e+22,6.636287500000000213e+21,6.133487499999999670e+01,4.016497499999999832e+01,6.000000000000000000e+01,4.500000000000000000e+01,9.232142500000000000e+05
32,5.494060384999999065e+22,1.320789549999999922e+23,1.463119937499999912e+00,1.858052999999999955e+00,6.000000000000000000e+01,4.500000000000000000e+01,2.584459087499999732e+05
